K,r_mean,F_mean,rho_max,angle,kind
1.1,0.9999842234572348,-2.0943951023931957,1.6456983668097636,3.141592653589793,flip
1.1400000000000001,0.9999818581078008,-2.0943951023931957,1.6014901874792604,3.141592653589793,flip
1.1800000000000002,0.9999790410080827,-2.0943951023931957,1.5393892886118057,3.141592653589793,flip
1.2200000000000002,0.9999756544963831,-2.0943951023931957,1.4727301792386374,3.141592653589793,flip
1.26,0.999971543348573,-2.0943951023931957,1.4052766105293182,3.141592653589793,flip
1.3,0.9999665001743308,-2.0943951023931957,1.338735921803971,3.141592653589793,flip
1.34,0.999960244158788,-2.0943951023931957,1.1156308875056313,0.7428414082462926,complex
1.3800000000000001,0.9999523896265681,-2.0943951023931957,1.1920263063821341,0.6480928041195496,complex
1.4200000000000002,0.999942398774192,-2.0943951023931957,1.2768889386874533,0.5651701576962216,complex
1.46,0.999929509328834,-2.0943951023931957,1.3690444253840475,0.4928626282788368,complex
1.5,0.9999126217473753,-2.0943951023931957,1.4671622570174114,0.42971320888985226,complex
1.54,0.9998901199140935,-2.0943951023931957,1.570019518207814,0.37413146313265677,complex
1.58,0.9998595807861588,-2.0943951023931957,1.67663720263595,0.3245063062791566,complex
1.62,0.9998172970880697,-2.0943951023931957,1.7863196434023128,0.2792487712236513,complex
1.6600000000000001,0.999757488703434,-2.0943951023931957,1.8986354058522763,0.23673661897338258,complex
1.7000000000000002,0.999671022664418,-2.0943951023931957,2.013364320828218,0.19511149343836762,complex
1.7400000000000002,0.9995434641284439,-2.0943951023931957,2.130414029019956,0.1517017122699433,complex
1.7800000000000002,0.9993525086914963,-2.0943951023931957,2.249698550322846,0.10066353487486457,complex
1.82,0.9990652386097885,-2.0943951023931957,2.450657335264132,0.0,real
1.86,0.9986336286464219,-2.0943951023931957,2.7701364203268684,0.0,real
1.9000000000000001,0.9979659744909948,-2.0943951023931957,3.0172268100405963,0.0,real
1.94,0.9844040526313882,-2.0943951023931957,3.557324360006349,0.0,real
1.98,0.9677607631179382,-2.0943951023931957,3.8229355233470437,0.0,real
2.02,0.9576500185131196,-2.0943951023931957,1.484502345172494,2.391285796760683,complex
2.06,0.950574886822876,-2.0943951023931957,1.4750479278318702,2.3704201812055636,complex
2.1,0.9482138583459395,-2.0943951023931957,1.379680528738738,2.319478641638488,complex
