K,rho,angle,label
1.000000000,1.000623281,0.176942646,complex
1.063291139,1.001611005,0.182375061,complex
1.126582278,1.002597756,0.187636607,complex
1.189873418,1.003583537,0.192741338,complex
1.253164557,1.004568351,0.197701460,complex
1.316455696,1.005552200,0.202527654,complex
1.379746835,1.006535087,0.207229333,complex
1.443037975,1.007517016,0.211814843,complex
1.506329114,1.008497988,0.216291622,complex
1.569620253,1.009478007,0.220666341,complex
1.632911392,1.010457076,0.224945002,complex
1.696202532,1.011435197,0.229133036,complex
1.759493671,1.012412373,0.233235371,complex
1.822784810,1.013388606,0.237256498,complex
1.886075949,1.014363900,0.241200524,complex
1.949367089,1.015338258,0.245071215,complex
2.012658228,1.016311681,0.248872036,complex
2.075949367,1.017284173,0.252606183,complex
2.139240506,1.018255735,0.256276611,complex
2.202531646,1.019226372,0.259886061,complex
2.265822785,1.020196086,0.263437077,complex
2.329113924,1.021164878,0.266932032,complex
2.392405063,1.022132752,0.270373137,complex
2.455696203,1.023099711,0.273762461,complex
2.518987342,1.024065756,0.277101939,complex
2.582278481,1.025030892,0.280393389,complex
2.645569620,1.025995119,0.283638518,complex
2.708860759,1.026958441,0.286838934,complex
2.772151899,1.027920860,0.289996150,complex
2.835443038,1.028882379,0.293111596,complex
2.898734177,1.029843000,0.296186624,complex
2.962025316,1.030802726,0.299222512,complex
3.025316456,1.031761559,0.302220471,complex
3.088607595,1.032719502,0.305181651,complex
3.151898734,1.033676557,0.308107143,complex
3.215189873,1.034632727,0.310997985,complex
3.278481013,1.035588014,0.313855165,complex
3.341772152,1.036542421,0.316679622,complex
3.405063291,1.037495949,0.319472254,complex
3.468354430,1.038448603,0.322233918,complex
3.531645570,1.039400383,0.324965431,complex
3.594936709,1.040351292,0.327667575,complex
3.658227848,1.041301333,0.330341099,complex
3.721518987,1.042250508,0.332986718,complex
3.784810127,1.043198819,0.335605121,complex
3.848101266,1.044146269,0.338196964,complex
3.911392405,1.045092860,0.340762881,complex
3.974683544,1.046038594,0.343303478,complex
4.037974684,1.046983475,0.345819338,complex
4.101265823,1.047927503,0.348311024,complex
4.164556962,1.048870681,0.350779075,complex
4.227848101,1.049813013,0.353224010,complex
4.291139241,1.050754499,0.355646330,complex
4.354430380,1.051695142,0.358046519,complex
4.417721519,1.052634945,0.360425041,complex
4.481012658,1.053573909,0.362782347,complex
4.544303797,1.054512037,0.365118870,complex
4.607594937,1.055449332,0.367435029,complex
4.670886076,1.056385795,0.369731230,complex
4.734177215,1.057321428,0.372007863,complex
4.797468354,1.058256234,0.374265309,complex
4.860759494,1.059190215,0.376503933,complex
4.924050633,1.060123374,0.378724091,complex
4.987341772,1.061055711,0.380926126,complex
5.050632911,1.061987231,0.383110373,complex
5.113924051,1.062917933,0.385277154,complex
5.177215190,1.063847822,0.387426783,complex
5.240506329,1.064776898,0.389559564,complex
5.303797468,1.065705165,0.391675792,complex
5.367088608,1.066632623,0.393775753,complex
5.430379747,1.067559276,0.395859726,complex
5.493670886,1.068485126,0.397927982,complex
5.556962025,1.069410173,0.399980783,complex
5.620253165,1.070334422,0.402018385,complex
5.683544304,1.071257872,0.404041037,complex
5.746835443,1.072180528,0.406048980,complex
5.810126582,1.073102390,0.408042450,complex
5.873417722,1.074023461,0.410021676,complex
5.936708861,1.074943742,0.411986882,complex
6.000000000,1.075863237,0.413938284,complex
